,date,open,high,low,close,SMA7,SMA13,EMA,BB_UPPER,BB_MIDDLE,BB_LOWER,RSI,ROC,%R,MACD,SIGNAL
0,2023-01-02T04:45:00.000Z,1.20781,1.20794,1.2078,1.20782,1.207957142857143,1.2085307692307692,1.2081606624217704,1.2100647085959728,1.208707,1.2073492914040271,32.6164038975118,-0.1248625271844841,-73.41772151899102,-0.0002307422409979,-0.0001434384831458
1,2023-01-02T04:50:00.000Z,1.2078,1.20783,1.20771,1.20776,1.2078914285714286,1.208393076923077,1.2080797839653226,1.2100870889009148,1.208665,1.207242911099085,31.68605839386663,-0.1174349559205392,-75.94936708860914,-0.0002432455021188,-0.0001635857123307
2,2023-01-02T04:55:00.000Z,1.20792,1.20792,1.2078,1.20782,1.2078842857142855,1.20826,1.2080274409489675,1.2100965620057755,1.208625,1.2071534379942246,33.72198611444179,-0.110820735055751,-73.30508474576565,-0.0002460027236894,-0.0001801916447566
3,2023-01-02T05:00:00.000Z,1.2078,1.20792,1.20772,1.20774,1.2078442857142857,1.2081376923076923,1.2079696113937324,1.210099312840558,1.2085765,1.207053687159442,32.338128786728404,-0.057098880365421,-75.98253275109082,-0.0002506597164029,-0.0001943689471077
4,2023-01-02T05:05:00.000Z,1.20773,1.20786,1.20771,1.20784,1.2078371428571428,1.2080346153846155,1.2079435661196567,1.2100852208244908,1.2085305,1.2069757791755091,35.88025981888532,-0.031451225770145,-70.046082949307,-0.0002444434179893,-0.0002044313596839
5,2023-01-02T05:10:00.000Z,1.20756,1.20765,1.20756,1.20763,1.2077971428571428,1.207916923076923,1.2078806150733967,1.2100343989222926,1.208456,1.2068776010777074,32.08198934940596,-0.0198696879631101,-78.64077669902882,-0.0002513313467098,-0.0002138469281008
6,2023-01-02T05:15:00.000Z,1.20752,1.20766,1.20752,1.20766,1.207752857142857,1.2078576923076922,1.2078363583008296,1.2097731431795509,1.2083385,1.206903856820449,33.17038281200715,-0.0298008311120791,-77.18446601941837,-0.0002516413498114,-0.0002214287270242
7,2023-01-02T05:20:00.000Z,1.2077,1.20781,1.20767,1.2077,1.2077357142857144,1.2078176923076922,1.2078090205420184,1.2096187530396751,1.2082525,1.2068862469603248,34.673570837393854,-0.0157299091804644,-50.48543689320702,-0.0002461071278176,-0.0002263763698492
8,2023-01-02T05:30:00.000Z,1.20761,1.20766,1.20749,1.20766,1.2077214285714284,1.2078015384615384,1.2077791586723583,1.2094023996650258,1.208158,1.2069136003349743,33.85353461364396,-0.0206969062264641,-70.68965517241446,-0.0002417836306325,-0.0002294637939526
9,2023-01-02T05:35:00.000Z,1.20768,1.20789,1.20762,1.20772,1.2077071428571426,1.2077784615384617,1.2077673086007892,1.209136891467986,1.2080665,1.2069961085320138,36.287611522323004,-0.0206958782089028,-60.3448275862168,-0.000231273321628,-0.0002298262603773
10,2023-01-02T05:40:00.000Z,1.2077,1.20771,1.2077,1.20771,1.2077028571428572,1.207764615384615,1.2077558326741222,1.2088848207963443,1.2079855,1.2070861792036554,36.04951093619848,-0.0091073173154801,-55.10204081631358,-0.0002211103795819,-0.0002280809235959
11,2023-01-02T05:45:00.000Z,1.20776,1.20794,1.20767,1.20783,1.2077014285714287,1.2077584615384611,1.2077706808442132,1.2086210639710362,1.2079179999999998,1.2072149360289637,41.04829504264654,0.0057958534808252,-30.61224489797213,-0.0002018345466858,-0.0002228264444298
12,2023-01-02T05:50:00.000Z,1.20768,1.20768,1.20768,1.20768,1.2077085714285716,1.2077361538461535,1.2077525302950238,1.2082420161329726,1.207844,1.2074459838670273,37.14024618345172,-0.0115911311287946,-60.4166666666416,-0.0001954801741694,-0.0002173528537524
13,2023-01-02T05:55:00.000Z,1.20762,1.20762,1.20761,1.20762,1.2077028571428572,1.2077207692307692,1.207726007425153,1.208103133108987,1.2078035,1.207503866891013,35.67706322538676,-0.0099359133588454,-71.11111111112317,-0.0001926983476907,-0.000212418825228
14,2023-01-02T06:00:00.000Z,1.20767,1.20767,1.20672,1.20715,1.2076242857142856,1.207673846153846,1.207610747496395,1.208112099143157,1.20775,1.207387900856843,26.77770790639063,-0.0571267717578553,-64.7540983606614,-0.0002232971604387,-0.000214595596024
15,2023-01-02T06:05:00.000Z,1.20695,1.20719,1.20681,1.20689,1.2075142857142858,1.2076023076923077,1.2074665394994029,1.2082241443395485,1.207701,1.2071778556604518,23.313269764321333,-0.0612770467775695,-86.06557377049151,-0.0002641128621956,-0.0002245030682065
16,2023-01-02T06:10:00.000Z,1.20686,1.20726,1.20682,1.20709,1.2074242857142856,1.2075523076923078,1.207391207152778,1.2082217268644828,1.2076545,1.207087273135517,30.73668904495325,-0.0471987148700759,-69.67213114754247,-0.0002779586889078,-0.0002351976629412
17,2023-01-02T06:15:00.000Z,1.20709,1.20717,1.20702,1.20708,1.2073342857142857,1.207493846153846,1.2073289495592272,1.2082244493599428,1.207614,1.2070035506400572,30.57730762195908,-0.0513372526289695,-70.49180327869539,-0.0002863489773994,-0.0002454305824506
18,2023-01-02T06:20:00.000Z,1.20707,1.20713,1.20701,1.20712,1.2072328571428572,1.2074546153846153,1.2072871509661536,1.2082061719668358,1.2075745,1.2069428280331642,32.094122762923604,-0.0447145719821791,-67.21311475410194,-0.0002865893317127,-0.0002536640423258
19,2023-01-02T06:25:00.000Z,1.2071,1.20713,1.20704,1.2071,1.20715,1.2074115384615385,1.207249714552732,1.2081677979106038,1.207531,1.206894202089396,31.720931198703692,-0.0513364024773824,-68.85245901638956,-0.0002850080690863,-0.0002599338894349
20,2023-01-02T06:30:00.000Z,1.20711,1.20715,1.20688,1.20704,1.207067142857143,1.207360769230769,1.2072077660662752,1.2081494784367102,1.2074919999999998,1.2068345215632894,30.57240259199712,-0.05547689428755,-73.77049180328883,-0.0002850822787869,-0.0002649642359531
21,2023-01-02T06:35:00.000Z,1.20703,1.20703,1.20689,1.20693,1.2070357142857142,1.2073046153846154,1.207152206944961,1.2081407165945344,1.2074505,1.2067602834054656,28.53270863812328,-0.0745137974714902,-82.78688524589806,-0.0002903000232485,-0.0002700319323021
22,2023-01-02T06:40:00.000Z,1.20697,1.20701,1.20677,1.20678,1.20702,1.2072323076923075,1.207077759222657,1.2081271404065843,1.2073985,1.2066698595934156,25.986646842208344,-0.0745230524642391,-95.08196721311892,-0.0003025862969581,-0.0002765433591642
23,2023-01-02T06:45:00.000Z,1.206785,1.20707,1.20676,1.20704,1.207012857142857,1.2071807692307692,1.2070702068641388,1.2080903178661322,1.2073635,1.206636682133868,36.55464111631782,-0.0480283532899442,-73.77049180328883,-0.0002886972035218,-0.0002789742934765
24,2023-01-02T06:50:00.000Z,1.20705,1.2076,1.20703,1.20757,1.2070828571428571,1.207160769230769,1.207170170933873,1.2080490519896354,1.20735,1.2066509480103649,51.69567978802464,0.0347926935343649,-30.327868852457524,-0.0002335582811781,-0.0002698905964533
25,2023-01-02T07:00:00.000Z,1.20756,1.20761,1.20754,1.20759,1.20715,1.207153846153846,1.2072541404044843,1.2080439007793784,1.207348,1.2066520992206218,52.159648803729176,0.0580003148588457,-9.375000000014456,-0.0001861586685449,-0.0002531434814319
26,2023-01-02T07:05:00.000Z,1.2076,1.2076,1.20755,1.2076,1.2072214285714284,1.2071523076923076,1.2073233147339613,1.2080357356871307,1.207345,1.206654264312869,52.405805510460624,0.042250370726293,-7.368421052633055,-0.0001461336076322,-0.000231740760896
27,2023-01-02T07:15:00.000Z,1.20755,1.20756,1.20744,1.20752,1.20729,1.2071807692307692,1.2073626528837569,1.2080117888178403,1.207336,1.2066602111821594,50.18129800744546,0.036451602213606,-15.789473684220368,-0.0001193399000205,-0.0002092599620477
28,2023-01-02T07:20:00.000Z,1.20743,1.20763,1.20743,1.20756,1.20738,1.2072323076923075,1.2074021231872225,1.2079981194953344,1.207331,1.2066638805046654,51.29453306150736,0.0364503943269928,-8.0459770114966,-9.387372298252929e-05,-0.0001861821995834
29,2023-01-02T07:25:00.000Z,1.20759,1.20763,1.20744,1.20758,1.207494285714286,1.2072699999999998,1.2074376991844753,1.2079767157840435,1.207324,1.2066712842159566,51.87360495302558,0.0397647253748683,-5.747126436768701,-7.129400899930083e-05,-0.0001632041515245
