,Type,Model,Discount,Reward,Profit,RunName
0,Renotte,A2C,0.95,1.5579833984375,0.9242595490866111,20230110_124313hogp
1,Renotte,DQN,0.95,-2.75,0.9915031745583993,20230110_124341humj
2,Renotte,PPO2,0.95,-1.1880035400390625,0.9052195446770256,20230110_124431guve
3,Renotte,A2C,0.9,7.0,0.9622427050912482,20230110_124446xknq
4,Renotte,DQN,0.9,1.91900634765625,0.9841723822259102,20230110_124516znos
5,Renotte,PPO2,0.9,2.1510009765625,0.9281149150847584,20230110_124602lvtn
