,action,open_time,opening,close_time,profit,closing,won,intelligent_stop_used,chart_index
0,sell,2023-09-12T15:00:00.000Z,18.52829,2023-09-12T19:10:00.000Z,6.549046060028023,18.50812,True,True,105
1,buy,2023-09-15T07:00:00.000Z,18.22206,2023-09-18T14:45:00.000Z,26.08301663294125,18.2754,True,True,169
2,buy,2023-09-21T12:00:00.000Z,18.21624,2023-09-21T12:30:00.000Z,36.9687357759043,18.28895,True,True,270
