Features,Best Model,Train Precision,Train Reward,Test Precision,Test Reward,Best Threshold
"('adx_max_48', 'bb_middle_crossing_4h', 'macd_slope_4h')",XGBClassifier,0.17249240121580547,-4310,0.17504542701393094,-1073,0.5
"('rsi_convergence', 'macd_max_4h', 'ema_20_channel')",RandomForestClassifier,0.625,2,0.5,0,0.45
"('candle_4h', 'macd_slope_4h', 'adx')",XGBClassifier,0.17805128205128204,-3139,0.1797570850202429,-791,0.5
"('macd_zero', 'rsi', 'bb_sqeeze_both_direction')",XGBClassifier,0.2180214240705734,-895,0.22300469483568075,-236,0.55
"('adx_slope', 'adx_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.21756225425950196,-862,0.21798365122615804,-207,0.55
"('adx_slope', 'rsi', 'bb_sqeeze_both_direction')",XGBClassifier,0.20168902136115252,-1201,0.19635627530364372,-300,0.55
"('rsi', 'rsi_convergence', 'candle_4h')",XGBClassifier,0.20933333333333334,-436,0.24882629107981222,-107,0.55
"('bb_middle_crossing', 'macd_slope_4h', 'adx')",XGBClassifier,0.23426212590299278,-515,0.2109375,-148,0.55
"('macd_convergence', 'macd', 'macd_slope')",XGBClassifier,0.2314165497896213,-383,0.24623115577889448,-101,0.55
"('cci', 'rsi_convergence5_40', 'macd_slope_4h')",XGBClassifier,0.3181818181818182,-8,0.7142857142857143,3,0.6
"('ema_10_50', 'adx_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.2324561403508772,-122,0.1267605633802817,-53,0.55
"('adx_max_48', 'ema_20_channel', 'adx_4h')",XGBClassifier,0.2144212523719165,-301,0.1836734693877551,-93,0.55
"('cci_4h', 'rsi_limit_4h', 'squeeze_momentum')",XGBClassifier,0.20031545741324921,-380,0.1910828025477707,-97,0.55
"('bb_sqeeze_both_direction_4h', 'rsi_limit_4h', 'rsi')",XGBClassifier,0.17321047008547008,-4894,0.17751479289940827,-1199,0.5
"('macd_max', 'candle_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.18401587587948764,-3503,0.19161243673174258,-853,0.5
"('macd_zero', 'rsi_break_4h', 'bb_middle_crossing')",XGBClassifier,0.18025430067314885,-5130,0.18439024390243902,-1294,0.5
"('rsi_convergence', 'candle_4h', 'macd_slope_4h')",XGBClassifier,0.22011385199240988,-295,0.24516129032258063,-79,0.55
"('bb_sqeeze_both_direction_4h', 'macd', 'macd_slope')",XGBClassifier,0.18980950195088364,-2703,0.17719298245614035,-736,0.5
"('rsi_convergence', 'williams_break', 'macd_slope_4h')",XGBClassifier,0.30718954248366015,-59,0.358974358974359,-11,0.6
"('candle_4h', 'macd_slope_4h', 'macd_slope')",XGBClassifier,0.1857041082878176,-2647,0.18352059925093633,-676,0.5
"('macd_convergence', 'bb_middle_crossing_4h', 'adx_max_21')",RandomForestClassifier,1.0,3,0.5,0,0.45
"('macd_zero', 'ema_10_50', 'macd_slope')",XGBClassifier,0.17848324514991182,-5469,0.18407731247123793,-1373,0.5
"('macd_zero', 'ema_20_channel', 'macd_slope')",XGBClassifier,0.2111111111111111,-52,0.23809523809523808,-11,0.55
"('cci_4h', 'adx_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.1872637394591451,-2151,0.19340159271899887,-539,0.5
"('rsi_break_4h', 'bb_middle_crossing', 'macd_slope')",XGBClassifier,0.2878787878787879,-56,0.28125,-14,0.6
"('cci_4h', 'bb_middle_crossing', 'squeeze_momentum')",XGBClassifier,0.25793650793650796,-122,0.25,-34,0.6
"('cci', 'macd_slope_4h', 'macd_slope')",XGBClassifier,0.22983870967741934,-134,0.21794871794871795,-44,0.55
"('macd_max', 'macd_zero', 'adx_max_4h')",XGBClassifier,0.18522008345672364,-4677,0.18769716088328076,-1188,0.5
"('macd', 'rsi_convergence', 'macd_slope_4h')",XGBClassifier,0.21967963386727687,-490,0.25190839694656486,-130,0.55
"('rsi', 'adx_4h', 'rsi_convergence5_40')",XGBClassifier,0.22202166064981949,-308,0.21686746987951808,-94,0.55
"('bb_sqeeze_both_direction_4h', 'macd_max_4h', 'adx')",XGBClassifier,0.21910112359550563,-100,0.1896551724137931,-36,0.55
"('macd_convergence', 'ema_20_channel', 'adx')",XGBClassifier,0.2694610778443114,-77,0.2608695652173913,-22,0.6
"('macd_max', 'adx_max_48', 'macd')",XGBClassifier,0.17316319409829528,-6557,0.18570287539936103,-1574,0.45
"('rsi_break_4h', 'rsi', 'adx_4h')",XGBClassifier,0.1803479539328596,-2609,0.1932367149758454,-635,0.5
"('rsi_limit_4h', 'macd_max_4h', 'williams_limit_4h')",XGBClassifier,0.1782178217821782,-2665,0.1802154750244858,-653,0.5
"('macd_zero', 'cci', 'squeeze_momentum')",XGBClassifier,0.22574257425742575,-554,0.21052631578947367,-165,0.55
"('adx_max_48', 'candle_4h', 'adx')",XGBClassifier,0.17599578873486577,-3693,0.18332184700206755,-919,0.5
"('adx_slope', 'cci_4h', 'macd_slope')",XGBClassifier,0.20477716283134284,-2027,0.20509849362688296,-509,0.55
"('cci_4h', 'rsi_limit_4h', 'macd_slope_4h')",XGBClassifier,0.29411764705882354,-49,0.18518518518518517,-17,0.55
"('adx_slope', 'williams_limit_4h', 'adx')",XGBClassifier,0.28776978417266186,-118,0.23880597014925373,-35,0.6
"('macd_zero', 'cci', 'candle_4h')",XGBClassifier,0.24050632911392406,-205,0.20833333333333334,-70,0.55
"('macd_zero', 'ema_20_channel', 'adx_max_4h')",XGBClassifier,0.21171770972037285,-433,0.22340425531914893,-104,0.55
"('cci', 'rsi_limit_4h', 'macd_slope')",XGBClassifier,0.25,-48,0.1724137931034483,-19,0.55
"('rsi_limit_4h', 'ema_10_50', 'williams_limit_4h')",XGBClassifier,0.21009463722397476,-919,0.19,-248,0.55
"('candle_4h', 'adx_max_4h', 'williams_limit_4h')",XGBClassifier,0.19850586979722518,-1130,0.1889400921658986,-270,0.55
"('ema_20_channel', 'macd_slope_4h', 'adx_max_4h')",XGBClassifier,0.17866189837580093,-4313,0.1782477341389728,-1065,0.5
"('rsi_break_4h', 'adx_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.19254212979562568,-1715,0.2170212765957447,-399,0.5
"('macd_max', 'rsi_break_4h', 'adx')",XGBClassifier,0.18112554112554113,-3683,0.19407198306280876,-867,0.5
"('bb_sqeeze_both_direction_4h', 'ema_10_50', 'adx_4h')",XGBClassifier,0.21443514644351463,-1092,0.2134387351778656,-290,0.55
"('ema_10_50', 'adx_4h', 'adx')",XGBClassifier,0.2185672514619883,-770,0.20809248554913296,-202,0.55
"('williams_break', 'adx_4h', 'adx_max_21')",XGBClassifier,0.24408014571949,-281,0.24528301886792453,-81,0.6
"('macd_convergence', 'bb_sqeeze_both_direction_4h', 'macd_slope')",XGBClassifier,0.28859060402684567,-63,0.2916666666666667,-20,0.6
"('cci', 'macd', 'williams_break')",XGBClassifier,0.26556016597510373,-113,0.19402985074626866,-41,0.6
"('macd_max', 'macd_slope_4h', 'macd_slope')",XGBClassifier,0.18657772387305438,-3101,0.18600953895071543,-790,0.5
"('rsi', 'macd', 'candle_4h')",XGBClassifier,0.2297476759628154,-407,0.22797927461139897,-105,0.55
"('rsi', 'candle_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.17561361836896278,-4097,0.18216080402010051,-1012,0.5
"('adx_slope', 'rsi', 'ema_20_channel')",XGBClassifier,0.336734693877551,-32,0.1724137931034483,-19,0.6
"('rsi_limit_4h', 'bb_middle_crossing_4h', 'macd_slope_4h')",XGBClassifier,0.1727453074927514,-4289,0.17536407766990292,-1070,0.5
"('rsi_limit_4h', 'squeeze_momentum', 'adx')",XGBClassifier,0.18242312987608994,-2768,0.17641764176417643,-719,0.5
"('macd_max', 'macd_convergence', 'bb_middle_crossing_4h')",XGBClassifier,0.32926829268292684,-28,0.2608695652173913,-11,0.6
"('bb_middle_crossing', 'rsi_convergence5_40', 'macd_slope')",XGBClassifier,0.2733812949640288,-63,0.28125,-14,0.6
"('rsi', 'adx_max_4h', 'williams_limit_4h')",XGBClassifier,0.2100456621004566,-762,0.19325153374233128,-200,0.55
"('macd_convergence', 'adx_max_21', 'adx_max_4h')",XGBClassifier,0.34285714285714286,-22,0.65,6,0.55
"('rsi_limit_4h', 'macd_max_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.1732086406743941,-4962,0.18585005279831046,-1190,0.5
"('rsi_convergence', 'macd_max_4h', 'adx_4h')",XGBClassifier,0.2627551020408163,-186,0.2764227642276423,-55,0.55
"('rsi_break_4h', 'adx_max_48', 'adx_max_4h')",XGBClassifier,0.22857142857142856,-114,0.22413793103448276,-32,0.55
"('adx_slope', 'ema_20_channel', 'adx_max_21')",XGBClassifier,0.18555790960451976,-3562,0.18989169675090253,-859,0.5
"('adx_max_48', 'macd_max_4h', 'ema_10_50')",XGBClassifier,0.17431706224809673,-5818,0.1792411687745312,-1471,0.5
"('rsi_limit_4h', 'adx_max_48', 'candle_4h')",XGBClassifier,0.17380574651859687,-3701,0.18041958041958042,-914,0.5
"('rsi_break_4h', 'rsi_convergence5_40', 'adx_max_4h')",XGBClassifier,0.20849933598937584,-439,0.21787709497206703,-101,0.55
"('rsi_limit_4h', 'macd_slope_4h', 'adx')",XGBClassifier,0.1729754184889157,-4337,0.16829865361077112,-1084,0.5
"('adx_max_48', 'rsi_convergence', 'ema_20_channel')",XGBClassifier,0.2692307692307692,-60,0.2962962962962963,-11,0.6
"('bb_sqeeze_both_direction_4h', 'adx_max_48', 'ema_10_50')",XGBClassifier,0.17962962962962964,-4498,0.18004459308807136,-1148,0.5
"('rsi', 'adx_4h', 'williams_limit_4h')",XGBClassifier,0.2152917505030181,-283,0.16666666666666666,-72,0.55
"('macd_max', 'adx_max_48', 'bb_middle_crossing_4h')",XGBClassifier,0.17316319409829528,-6557,0.18570287539936103,-1574,0.45
"('adx_slope', 'rsi_convergence5_40', 'macd_slope')",XGBClassifier,0.2521246458923513,-175,0.2079207920792079,-59,0.55
"('macd_convergence', 'adx_max_48', 'rsi_convergence5_40')",XGBClassifier,0.22755555555555557,-613,0.25,-160,0.55
"('macd_convergence', 'rsi_convergence', 'williams_limit_4h')",XGBClassifier,0.25363825363825365,-237,0.2916666666666667,-50,0.6
"('macd_max', 'rsi_convergence', 'squeeze_momentum')",XGBClassifier,0.17316319409829528,-6557,0.18570287539936103,-1574,0.5
"('ema_20_channel', 'adx_max_21', 'williams_limit_4h')",XGBClassifier,0.5238095238095238,1,0.0,-5,0.6
"('adx_max_48', 'adx_4h', 'macd_slope_4h')",XGBClassifier,0.20691287878787878,-1238,0.210727969348659,-302,0.5
"('macd', 'candle_4h', 'williams_limit_4h')",XGBClassifier,0.2311886586695747,-493,0.21100917431192662,-126,0.55
"('rsi_limit_4h', 'macd_max_4h', 'ema_10_50')",XGBClassifier,0.20833333333333334,-126,0.24528301886792453,-27,0.55
"('macd_max', 'rsi_convergence', 'adx_max_21')",XGBClassifier,0.21391484942886813,-551,0.26618705035971224,-130,0.55
"('macd_zero', 'macd', 'macd_slope_4h')",XGBClassifier,0.17874753451676528,-5212,0.18173076923076922,-1324,0.5
"('rsi_break_4h', 'adx_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.18151815181518152,-2509,0.19563058589870905,-613,0.5
"('rsi', 'bb_middle_crossing_4h', 'macd_slope')",XGBClassifier,0.17683302526186076,-4196,0.1752136752136752,-1064,0.5
"('rsi_break_4h', 'macd_max_4h', 'rsi_convergence5_40')",XGBClassifier,0.1785853849159828,-1645,0.19258202567760344,-431,0.5
"('adx_slope', 'ema_20_channel', 'rsi_convergence5_40')",XGBClassifier,0.37209302325581395,-11,0.375,-2,0.6
"('macd_max', 'squeeze_momentum', 'macd_max_4h')",XGBClassifier,0.17316319409829528,-6557,0.18570287539936103,-1574,0.5
"('squeeze_momentum', 'rsi_convergence5_40', 'williams_limit_4h')",XGBClassifier,0.18209179834462003,-2535,0.17582417582417584,-649,0.5
"('rsi_break_4h', 'adx_max_48', 'bb_sqeeze_both_direction')",XGBClassifier,0.17237426565410519,-4573,0.1935300794551646,-1080,0.5
"('adx_slope', 'bb_middle_crossing', 'bb_sqeeze_both_direction')",XGBClassifier,0.3308270676691729,-45,0.4444444444444444,-3,0.55
"('macd', 'adx_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.1775092936802974,-4164,0.18366093366093367,-1030,0.5
"('ema_20_channel', 'rsi_convergence5_40', 'macd_slope_4h')",XGBClassifier,0.26881720430107525,-43,0.1,-16,0.6
"('cci_4h', 'adx_max_48', 'williams_break')",XGBClassifier,0.2087737843551797,-1102,0.188470066518847,-281,0.5
"('williams_break', 'macd_slope_4h', 'williams_limit_4h')",XGBClassifier,0.21214574898785424,-1422,0.19658119658119658,-355,0.5
"('ema_10_50', 'macd_slope', 'adx')",XGBClassifier,0.17991755005889282,-4348,0.18253968253968253,-1120,0.5
"('ema_20_channel', 'rsi_convergence5_40', 'williams_limit_4h')",XGBClassifier,0.22757475083056478,-328,0.14705882352941177,-96,0.55
"('cci', 'rsi', 'macd_slope')",XGBClassifier,0.22962962962962963,-73,0.14285714285714285,-30,0.55
"('macd_convergence', 'cci_4h', 'candle_4h')",XGBClassifier,0.25742574257425743,-245,0.25675675675675674,-72,0.55
"('cci_4h', 'rsi_convergence', 'bb_sqeeze_both_direction')",XGBClassifier,0.22366863905325443,-467,0.2697095435684647,-111,0.55
"('ema_10_50', 'williams_break', 'adx_max_21')",XGBClassifier,0.23920265780730898,-471,0.2222222222222222,-125,0.6
"('macd_max', 'macd_zero', 'adx')",XGBClassifier,0.18524035206499662,-4649,0.18888888888888888,-1176,0.5
"('cci', 'macd', 'ema_20_channel')",XGBClassifier,0.2727272727272727,-65,0.19230769230769232,-32,0.55
"('macd_zero', 'macd_max_4h', 'macd_slope_4h')",XGBClassifier,0.2630057803468208,-164,0.20408163265306123,-58,0.55
"('cci', 'adx_4h', 'macd_slope')",XGBClassifier,0.3,-12,0.2727272727272727,-5,0.55
"('rsi_limit_4h', 'rsi_break_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.16982347635613967,-5125,0.18524332810047095,-1203,0.5
"('williams_break', 'adx_4h', 'macd_slope_4h')",XGBClassifier,0.26379542395693134,-351,0.2138728323699422,-99,0.55
"('macd_zero', 'bb_sqeeze_both_direction_4h', 'adx_max_4h')",XGBClassifier,0.21703296703296704,-412,0.22099447513812154,-101,0.55
"('cci', 'rsi_convergence', 'adx_4h')",XGBClassifier,0.2627551020408163,-186,0.2764227642276423,-55,0.55
"('bb_middle_crossing', 'macd_slope_4h', 'williams_limit_4h')",XGBClassifier,0.2508710801393728,-143,0.13513513513513514,-54,0.6
"('bb_middle_crossing', 'ema_20_channel', 'adx_max_21')",XGBClassifier,0.2903225806451613,-26,0.3076923076923077,-5,0.55
"('cci_4h', 'rsi_limit_4h', 'candle_4h')",XGBClassifier,0.1760946423714985,-4764,0.18157471880021425,-1189,0.5
"('adx_slope', 'macd', 'williams_break')",XGBClassifier,0.25,-190,0.23595505617977527,-47,0.6
"('macd_max', 'macd_convergence', 'macd_slope')",XGBClassifier,0.21890909090909091,-773,0.24742268041237114,-196,0.55
"('rsi_break_4h', 'bb_middle_crossing', 'adx_max_4h')",XGBClassifier,0.3595505617977528,-25,0.3125,-6,0.6
"('cci', 'macd', 'macd_slope_4h')",XGBClassifier,0.2265625,-70,0.2857142857142857,-18,0.55
"('macd_max', 'macd_convergence', 'rsi')",XGBClassifier,0.24647887323943662,-360,0.27,-92,0.55
"('adx_max_48', 'macd_max_4h', 'adx_max_21')",XGBClassifier,0.18641975308641975,-1016,0.1875,-260,0.5
"('macd_max', 'rsi', 'bb_middle_crossing_4h')",XGBClassifier,0.17316319409829528,-6557,0.18570287539936103,-1574,0.45
"('macd_max', 'squeeze_momentum', 'williams_break')",XGBClassifier,0.2631578947368421,-63,0.27586206896551724,-13,0.6
"('rsi_limit_4h', 'ema_20_channel', 'candle_4h')",XGBClassifier,0.18176030558650327,-3999,0.18061674008810572,-1015,0.5
"('macd_max', 'cci', 'williams_break')",XGBClassifier,0.25170068027210885,-146,0.21176470588235294,-49,0.55
"('bb_sqeeze_both_direction_4h', 'ema_10_50', 'candle_4h')",XGBClassifier,0.17962962962962964,-4498,0.18004459308807136,-1148,0.5
"('candle_4h', 'adx_max_21', 'macd_slope_4h')",XGBClassifier,0.1816707218167072,-2355,0.18250539956803455,-588,0.5
"('macd_convergence', 'bb_sqeeze_both_direction_4h', 'adx_max_4h')",XGBClassifier,0.20322291853178157,-1326,0.2184873949579832,-335,0.5
"('adx_max_48', 'ema_20_channel', 'bb_sqeeze_both_direction')",XGBClassifier,0.21197411003236247,-356,0.22424242424242424,-91,0.55
"('macd', 'macd_slope_4h', 'macd_slope')",XGBClassifier,0.1968225948808473,-687,0.20065789473684212,-182,0.55
"('rsi_limit_4h', 'ema_10_50', 'macd_slope_4h')",XGBClassifier,0.17942410649688903,-4431,0.1758366420873511,-1143,0.5
"('bb_middle_crossing_4h', 'rsi_convergence5_40', 'williams_limit_4h')",XGBClassifier,0.18040889687710626,-2845,0.1824884792626728,-689,0.5
"('rsi_limit_4h', 'rsi_convergence', 'rsi_convergence5_40')",XGBClassifier,0.22134831460674156,-496,0.2600732600732601,-131,0.55
"('macd_convergence', 'rsi_limit_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.32926829268292684,-28,0.2608695652173913,-11,0.6
"('rsi_break_4h', 'macd', 'ema_20_channel')",XGBClassifier,0.2911392405063291,-33,0.2692307692307692,-12,0.55
"('macd_convergence', 'williams_break', 'williams_limit_4h')",XGBClassifier,0.25774877650897227,-297,0.3023255813953488,-68,0.6
"('cci_4h', 'bb_middle_crossing', 'bb_middle_crossing_4h')",XGBClassifier,0.22735346358792186,-614,0.22033898305084745,-165,0.5
"('cci', 'ema_20_channel', 'adx_4h')",XGBClassifier,0.2875,-34,0.16,-17,0.6
"('adx_slope', 'ema_10_50', 'adx_4h')",XGBClassifier,0.24629080118694363,-513,0.22950819672131148,-132,0.55
"('cci_4h', 'rsi', 'rsi_convergence5_40')",XGBClassifier,0.2727272727272727,-5,0.4,-1,0.55
"('williams_break', 'adx_4h', 'macd_slope')",XGBClassifier,0.24964131994261118,-349,0.24598930481283424,-95,0.55
"('adx_slope', 'bb_middle_crossing_4h', 'macd_slope')",XGBClassifier,0.2006426276329882,-1677,0.18914956011730205,-424,0.55
"('macd_max_4h', 'ema_10_50', 'candle_4h')",XGBClassifier,0.1809557902273134,-3565,0.18485059068797777,-907,0.5
"('cci', 'ema_10_50', 'bb_middle_crossing_4h')",XGBClassifier,0.28289473684210525,-66,0.22857142857142856,-19,0.6
"('adx_slope', 'adx_4h', 'williams_limit_4h')",XGBClassifier,0.23315508021390374,-499,0.20930232558139536,-125,0.55
"('ema_20_channel', 'bb_middle_crossing_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.375,-16,0.11764705882352941,-13,0.6
"('macd', 'squeeze_momentum', 'macd_max_4h')",XGBClassifier,0.32222222222222224,-32,0.3157894736842105,-7,0.55
"('rsi_convergence', 'squeeze_momentum', 'williams_break')",XGBClassifier,0.2874015748031496,-108,0.3387096774193548,-20,0.6
"('adx_slope', 'macd', 'macd_slope_4h')",XGBClassifier,0.26119402985074625,-384,0.35096153846153844,-62,0.55
"('macd_zero', 'rsi_break_4h', 'williams_limit_4h')",XGBClassifier,0.21272834413671185,-975,0.19796954314720813,-238,0.55
"('ema_10_50', 'candle_4h', 'williams_limit_4h')",XGBClassifier,0.2102874432677761,-766,0.20440251572327045,-188,0.55
"('bb_sqeeze_both_direction_4h', 'adx_4h', 'adx_max_21')",XGBClassifier,0.22115384615384615,-58,0.26666666666666666,-14,0.55
"('rsi_break_4h', 'squeeze_momentum', 'bb_middle_crossing_4h')",XGBClassifier,0.21359223300970873,-59,0.2777777777777778,-8,0.55
"('cci_4h', 'rsi_convergence5_40', 'macd_slope_4h')",XGBClassifier,0.25892857142857145,-54,0.17391304347826086,-15,0.6
"('adx_slope', 'cci_4h', 'macd_slope_4h')",XGBClassifier,0.3181818181818182,-8,0.0,-3,0.55
"('cci', 'bb_sqeeze_both_direction_4h', 'adx')",XGBClassifier,0.23931623931623933,-122,0.21153846153846154,-30,0.55
"('cci', 'rsi_break_4h', 'adx')",XGBClassifier,0.17194341529134388,-3896,0.16721744877726372,-1007,0.5
"('squeeze_momentum', 'adx_max_4h', 'adx')",XGBClassifier,0.2857142857142857,-6,0.2,-3,0.55
"('ema_10_50', 'ema_20_channel', 'bb_middle_crossing_4h')",XGBClassifier,0.2549800796812749,-123,0.15384615384615385,-45,0.55
"('cci', 'bb_middle_crossing', 'adx_4h')",XGBClassifier,0.22735346358792186,-614,0.22033898305084745,-165,0.55
"('cci', 'rsi_break_4h', 'adx_max_21')",XGBClassifier,0.46153846153846156,-1,0.0,-4,0.55
"('squeeze_momentum', 'ema_10_50', 'ema_20_channel')",XGBClassifier,0.25190839694656486,-65,0.16129032258064516,-21,0.55
"('bb_sqeeze_both_direction_4h', 'williams_break', 'rsi_convergence5_40')",XGBClassifier,0.28313253012048195,-72,0.3055555555555556,-14,0.6
"('rsi_break_4h', 'bb_sqeeze_both_direction', 'adx')",XGBClassifier,0.17171280276816608,-6072,0.18956521739130436,-1428,0.5
"('williams_break', 'bb_sqeeze_both_direction', 'macd_slope')",XGBClassifier,0.31746031746031744,-46,0.3333333333333333,-11,0.6
"('rsi_limit_4h', 'adx_max_48', 'adx_4h')",XGBClassifier,0.21951219512195122,-115,0.17391304347826086,-30,0.55
"('rsi_limit_4h', 'ema_10_50', 'williams_break')",XGBClassifier,0.2617924528301887,-202,0.24509803921568626,-52,0.6
"('macd', 'williams_break', 'macd_slope')",XGBClassifier,0.26222222222222225,-107,0.2708333333333333,-22,0.6
"('ema_20_channel', 'adx_4h', 'rsi_convergence5_40')",XGBClassifier,0.22202166064981949,-308,0.21686746987951808,-94,0.55
"('cci', 'squeeze_momentum', 'macd_slope_4h')",XGBClassifier,0.23640167364016737,-252,0.24427480916030533,-67,0.55
"('squeeze_momentum', 'bb_sqeeze_both_direction', 'adx')",XGBClassifier,0.3684210526315789,-5,0.5,0,0.55
"('macd_zero', 'adx_slope', 'ema_20_channel')",XGBClassifier,0.24806201550387597,-130,0.2535211267605634,-35,0.6
"('adx_slope', 'rsi_limit_4h', 'squeeze_momentum')",XGBClassifier,0.21813570069752694,-889,0.22193211488250653,-213,0.55
"('ema_10_50', 'williams_break', 'macd_slope_4h')",XGBClassifier,0.18039950062421972,-4096,0.17801374141161774,-1031,0.5
"('cci', 'bb_sqeeze_both_direction', 'adx_max_21')",XGBClassifier,0.17204837302082035,-5261,0.19259629814907453,-1229,0.5
"('adx_slope', 'rsi_break_4h', 'rsi_convergence')",RandomForestClassifier,0.5,0,0.4,-1,0.45
"('macd', 'bb_middle_crossing', 'bb_middle_crossing_4h')",XGBClassifier,0.22735346358792186,-614,0.22033898305084745,-165,0.55
"('williams_break', 'ema_20_channel', 'adx_4h')",XGBClassifier,0.24408014571949,-281,0.24528301886792453,-81,0.6
"('macd', 'rsi_convergence', 'ema_20_channel')",XGBClassifier,0.40625,-6,0.2857142857142857,-3,0.55
"('macd_zero', 'williams_break', 'williams_limit_4h')",XGBClassifier,0.22844827586206898,-630,0.23049645390070922,-152,0.55
"('macd_convergence', 'bb_sqeeze_both_direction_4h', 'rsi_break_4h')",XGBClassifier,0.44,-3,0.4,-2,0.6
"('squeeze_momentum', 'williams_break', 'candle_4h')",XGBClassifier,0.27472527472527475,-41,0.30434782608695654,-9,0.6
